epoch,train_loss,train_time,val_loss,avg_precision,avg_recall,avg_f1,background_precision,background_recall,background_f1,vivienda precaria_precision,vivienda precaria_recall,vivienda precaria_f1,valid_time
27,0.18374615907669067,0:01:05.699608,0.24892297387123108,0.9229927659034729,0.9007996916770935,0.9117612242698669,0.9668262600898743,0.9237707257270813,0.9448081851005554,0.424640029668808,0.6396366953849792,0.5104224681854248,0:00:07.647877
28,0.17461639642715454,0:01:06.466888,0.16677074134349823,0.9325247406959534,0.9372315406799316,0.9348722696304321,0.9585648775100708,0.9738044738769531,0.9661245942115784,0.6364690065383911,0.5214259028434753,0.5732324123382568,0:00:07.598461
29,0.17651264369487762,0:01:04.883237,0.2763128876686096,0.9268040060997009,0.9212957620620728,0.924041748046875,0.921143114566803,0.9999790191650391,0.9589435458183289,0.9911632537841797,0.026729172095656395,0.05205456167459488,0:00:07.627308
30,0.16996707022190094,0:01:05.413716,0.16354981064796448,0.9363113641738892,0.9426954984664917,0.9394925832748413,0.9554938077926636,0.9834641814231873,0.9692772626876831,0.7182213664054871,0.4791874289512634,0.5748456716537476,0:00:07.647572
31,0.17622004449367523,0:01:05.424548,0.3458271622657776,0.9199579358100891,0.8295311331748962,0.8724075555801392,0.9754330515861511,0.83558189868927,0.9001076221466064,0.2892495095729828,0.7607383728027344,0.4191347360610962,0:00:07.627370
32,0.19105921685695648,0:01:06.448281,0.3463294506072998,0.9232282042503357,0.9208930730819702,0.922059178352356,0.9208359718322754,0.9998958706855774,0.9587388038635254,0.950425386428833,0.02269362285733223,0.04432879015803337,0:00:07.861763
33,0.18741381168365479,0:01:05.786472,0.32815831899642944,0.9220467805862427,0.9210563898086548,0.9215512871742249,0.921028733253479,0.999841570854187,0.9588183164596558,0.9336212873458862,0.025330599397420883,0.04932298883795738,0:00:07.633725
34,0.19074711203575134,0:01:05.422732,1.062503695487976,0.8981767892837524,0.34458255767822266,0.4980787932872772,0.9683701992034912,0.296622633934021,0.45413777232170105,0.10013271868228912,0.8898485898971558,0.1800093799829483,0:00:07.895284
35,0.17658230662345886,0:01:05.639659,0.4801933765411377,0.9130614399909973,0.7387824654579163,0.8167282938957214,0.975173830986023,0.7345057725906372,0.8379006385803223,0.20689259469509125,0.7874050140380859,0.3276851177215576,0:00:07.640481
36,0.1833554357290268,0:01:05.409009,0.6706355214118958,0.9183984398841858,0.5536711812019348,0.6908515095710754,0.9864691495895386,0.5215675234794617,0.6823577880859375,0.14448803663253784,0.9186639189720154,0.24970269203186035,0:00:07.619665
37,0.15988300740718842,0:01:05.727563,0.24225710332393646,0.9288796186447144,0.9255731701850891,0.9272233843803406,0.9252679944038391,0.9997766613960266,0.9610803723335266,0.9699407815933228,0.08193768560886383,0.15111005306243896,0:00:07.667493
38,0.1572149395942688,0:01:05.556602,0.21001702547073364,0.9282172918319702,0.9305232763290405,0.9293688535690308,0.9310204982757568,0.9983826279640198,0.9635257124900818,0.8963466882705688,0.15901553630828857,0.2701120972633362,0:00:07.616808
39,0.16081316769123077,0:01:05.582681,0.16297203302383423,0.9351790547370911,0.9420050978660583,0.9385796189308167,0.9538803696632385,0.9845043420791626,0.9689504504203796,0.7225595712661743,0.4588221609592438,0.5612518787384033,0:00:07.736435
40,0.16432322561740875,0:01:05.891260,0.20443865656852722,0.92877596616745,0.9266558289527893,0.9277147054672241,0.9264154434204102,0.9996024370193481,0.9616184234619141,0.9556126594543457,0.09731028228998184,0.17663387954235077,0:00:07.653319
41,0.17056448757648468,0:01:05.707981,0.4566977918148041,0.8448442816734314,0.9191541075706482,0.880433976650238,0.9191541075706482,1.0,0.9578741788864136,0.0,0.0,0.0,0:00:07.859431
42,0.17077815532684326,0:01:05.563812,0.32022029161453247,0.8448442816734314,0.9191541075706482,0.880433976650238,0.9191541075706482,1.0,0.9578741788864136,0.0,0.0,0.0,0:00:07.681903
43,0.1827344447374344,0:01:06.052436,0.5228127241134644,0.9209891557693481,0.7285658121109009,0.8135542273521423,0.98341304063797,0.7167810797691345,0.8291898369789124,0.21127839386463165,0.8625490665435791,0.33941760659217834,0:00:07.804228
44,0.18321873247623444,0:01:06.027935,0.3256306052207947,0.9291693568229675,0.8483331203460693,0.8869131207466125,0.982174813747406,0.8504270911216736,0.9115652441978455,0.3265382647514343,0.8245258331298828,0.4678092896938324,0:00:08.443184
45,0.17741021513938904,0:01:05.994468,0.47164908051490784,0.9099555015563965,0.7578542232513428,0.8269692063331604,0.971203088760376,0.7590625882148743,0.8521280884742737,0.213618665933609,0.7441156506538391,0.3319438099861145,0:00:07.618818
46,0.18081115186214447,0:01:05.850085,0.29681599140167236,0.92637038230896,0.9199941754341125,0.9231712818145752,0.919927179813385,0.9999996423721313,0.958293616771698,0.9996243715286255,0.010395546443760395,0.02057710289955139,0:00:07.826493
47,0.17284414172172546,0:01:06.678851,0.28642550110816956,0.9259734153747559,0.9194892048835754,0.9227199554443359,0.9194622039794922,1.0,0.9580414891242981,1.0,0.004144935868680477,0.008255653083324432,0:00:07.711204
48,0.1648256629705429,0:01:06.234801,0.15163493156433105,0.9375908970832825,0.9439168572425842,0.9407432675361633,0.9547269940376282,0.9857268929481506,0.9699792861938477,0.7427669167518616,0.46856918931007385,0.5746343731880188,0:00:07.939603
49,0.16597992181777954,0:01:03.913305,0.17836329340934753,0.9290962815284729,0.9342566728591919,0.931669294834137,0.9361425638198853,0.9964449405670166,0.9653529524803162,0.8489855527877808,0.22722531855106354,0.3585003912448883,0:00:07.574595
50,0.1607614904642105,0:01:04.056763,0.9042252898216248,0.9060674905776978,0.5607901215553284,0.6927920579910278,0.9737238883972168,0.5366398692131042,0.691938042640686,0.13686786592006683,0.8353589177131653,0.23519983887672424,0:00:07.650002
51,0.16342797875404358,0:01:03.897252,0.21129149198532104,0.9176995158195496,0.9294686317443848,0.923546552658081,0.9338889122009277,0.9936032891273499,0.9628211259841919,0.7336385846138,0.20030862092971802,0.31469473242759705,0:00:07.960743
52,0.16832546889781952,0:01:06.698221,0.16793566942214966,0.9331877827644348,0.9384860396385193,0.9358294010162354,0.957904040813446,0.975965142250061,0.9668502807617188,0.6521832346916199,0.5123781561851501,0.573888897895813,0:00:07.949658
53,0.16953414678573608,0:01:07.774942,0.5180696249008179,0.8448442816734314,0.9191541075706482,0.880433976650238,0.9191541075706482,1.0,0.9578741788864136,0.0,0.0,0.0,0:00:07.941328
54,0.18437297642230988,0:01:07.891901,0.5373818278312683,0.9182150959968567,0.7100493311882019,0.8008257150650024,0.9815277457237244,0.697676420211792,0.8156110644340515,0.19840013980865479,0.8507198095321655,0.32176098227500916,0:00:08.063722
55,0.17472054064273834,0:01:08.311988,0.1644478142261505,0.9363558888435364,0.9420183300971985,0.9391785860061646,0.9578502178192139,0.9800449013710022,0.9688204526901245,0.691982090473175,0.5096864700317383,0.5870069861412048,0:00:07.973733
56,0.1716098040342331,0:01:08.161911,0.28179651498794556,0.9258284568786621,0.9193177223205566,0.9225615859031677,0.9193044900894165,1.0,0.9579558372497559,1.0,0.0020236351992934942,0.004039097111672163,0:00:08.072200
57,0.17049568891525269,0:01:08.879430,0.19955307245254517,0.9312495589256287,0.9320307374000549,0.9316400289535522,0.932213306427002,0.9986715912818909,0.9642987847328186,0.9202919602394104,0.17437639832496643,0.2931978106498718,0:00:08.054741
58,0.15403105318546295,0:01:08.043076,0.18506157398223877,0.9329843521118164,0.9377909302711487,0.9353815317153931,0.9401339888572693,0.9957250952720642,0.9671313762664795,0.851698637008667,0.279124915599823,0.4204551577568054,0:00:07.908542
59,0.16142117977142334,0:01:08.246025,0.14882801473140717,0.9423484206199646,0.9469062089920044,0.9446218609809875,0.9614180326461792,0.9816293120384216,0.971418559551239,0.7255422472953796,0.5521320700645447,0.6270692348480225,0:00:07.975848
60,0.15871644020080566,0:01:07.412603,0.2271680235862732,0.9259364604949951,0.9305466413497925,0.9282358288764954,0.931665301322937,0.9976091384887695,0.9635102152824402,0.8608037829399109,0.16809844970703125,0.28127020597457886,0:00:08.240584
61,0.16296614706516266,0:01:08.034160,0.3650629222393036,0.9257056713104248,0.9191724061965942,0.9224274754524231,0.9191709160804749,1.0,0.957883358001709,1.0,0.00022658462694380432,0.0004530665755737573,0:00:07.828257
62,0.16713589429855347,0:01:08.209193,0.4434669315814972,0.9009603261947632,0.7414273023605347,0.8134456872940063,0.9634333848953247,0.747037410736084,0.8415470123291016,0.190690815448761,0.6776443123817444,0.2976282835006714,0:00:07.955219
63,0.16766011714935303,0:01:08.316097,0.4569571018218994,0.8448442816734314,0.9191541075706482,0.880433976650238,0.9191541075706482,1.0,0.9578741788864136,0.0,0.0,0.0,0:00:07.931996
64,0.1603604108095169,0:01:08.129575,0.41403666138648987,0.9256938695907593,0.9191585183143616,0.9224146008491516,0.9191581606864929,1.0,0.9578763842582703,1.0,5.469284224091098e-05,0.00010937969636870548,0:00:08.024500
65,0.1573236882686615,0:01:08.853146,0.15815845131874084,0.9410977363586426,0.9437506794929504,0.9424223303794861,0.9648314118385315,0.9743174910545349,0.9695512056350708,0.6712643504142761,0.5962300896644592,0.6315262317657471,0:00:08.249754
66,0.15820463001728058,0:01:09.781512,0.3116878271102905,0.9237432479858398,0.8536341190338135,0.8873059749603271,0.9762821197509766,0.8616942167282104,0.9154162406921387,0.32641735672950745,0.7619962692260742,0.45704832673072815,0:00:08.676592
67,0.15910370647907257,0:01:06.350276,0.1619786024093628,0.9309781789779663,0.9385732412338257,0.9347602725028992,0.9526037573814392,0.9820306301116943,0.9670933485031128,0.6851121187210083,0.4444965422153473,0.5391778349876404,0:00:07.925198
68,0.1546020656824112,0:01:08.176134,0.16706737875938416,0.9337320923805237,0.9373177886009216,0.9355215430259705,0.9388479590415955,0.996726393699646,0.966921865940094,0.875568151473999,0.26188886165618896,0.4031827747821808,0:00:08.281047
69,0.1535281389951706,0:01:07.522986,0.2014809399843216,0.9269920587539673,0.9272975921630859,0.9271448254585266,0.9273388385772705,0.9991942048072815,0.9619265198707581,0.9230491518974304,0.10988963395357132,0.19639794528484344,0:00:07.470914
70,0.1604025512933731,0:01:03.964439,0.4332149028778076,0.925693154335022,0.9191575646400452,0.9224137663841248,0.9191572666168213,1.0,0.9578759074211121,1.0,4.297294799471274e-05,8.594220707891509e-05,0:00:07.537787
71,0.1587577909231186,0:01:03.637618,0.22600916028022766,0.9208727478981018,0.9084457159042358,0.9146170020103455,0.9623741507530212,0.9370276927947998,0.9495317935943604,0.4490338861942291,0.5834905505180359,0.5075076222419739,0:00:07.513124
72,0.1578492820262909,0:01:04.349158,0.2516489624977112,0.9201149940490723,0.9256650805473328,0.9228816628456116,0.9263893961906433,0.9984644055366516,0.9610774517059326,0.8487801551818848,0.09799394756555557,0.1757025569677353,0:00:07.751983
73,0.16518932580947876,0:01:05.301369,0.18851852416992188,0.9292463660240173,0.9279184937477112,0.928581953048706,0.9277350306510925,0.999427855014801,0.962247908115387,0.9464285969734192,0.11491356790065765,0.20494331419467926,0:00:07.678736
74,0.17532393336296082,0:01:06.414408,0.2433677613735199,0.9228593707084656,0.925498902797699,0.9241772890090942,0.9257946014404297,0.9990206956863403,0.9610147476196289,0.8894877433776855,0.08961421996355057,0.16282421350479126,0:00:07.595558
75,0.1638183891773224,0:01:05.677858,0.3695513904094696,0.9261642694473267,0.8160181641578674,0.8676093220710754,0.9826714396476746,0.8141932487487793,0.8905338644981384,0.28372225165367126,0.8367652893066406,0.4237600564956665,0:00:08.211070
76,0.1645517200231552,0:01:05.135536,0.38358744978904724,0.9265575408935547,0.9202080368995667,0.9233718514442444,0.9201241135597229,0.9999996423721313,0.9584004282951355,0.9997004866600037,0.013040335848927498,0.02574484795331955,0:00:07.830110
77,0.1534915268421173,0:01:04.976428,0.1447489708662033,0.9417749643325806,0.9470549821853638,0.9444076418876648,0.9583758115768433,0.985186755657196,0.9715964198112488,0.7530362010002136,0.5135267376899719,0.6106356382369995,0:00:07.486309
78,0.15814988315105438,0:01:04.237856,0.14178550243377686,0.9409253001213074,0.9464425444602966,0.9436758160591125,0.9539410471916199,0.9895080327987671,0.9713991284370422,0.7929463386535645,0.4568219482898712,0.5796838998794556,0:00:07.466631
79,0.15174545347690582,0:01:05.108709,0.15585172176361084,0.9376702904701233,0.9413374662399292,0.9395002722740173,0.9434839487075806,0.9958292245864868,0.9689501523971558,0.8715732097625732,0.321808785200119,0.4700588881969452,0:00:08.275038
80,0.14602898061275482,0:01:08.843602,0.3059457540512085,0.9250600934028625,0.9196155071258545,0.9223297834396362,0.9195834398269653,0.9999934434890747,0.9581043124198914,0.9873248934745789,0.005781814455986023,0.011496305465698242,0:00:08.246254
81,0.16045190393924713,0:01:09.509619,0.2739895284175873,0.9392417669296265,0.8852646946907043,0.9114547371864319,0.9864799380302429,0.8873341083526611,0.9342840313911438,0.4021809995174408,0.8617364764213562,0.5484124422073364,0:00:08.209193
82,0.1652509570121765,0:01:08.604960,0.2724795937538147,0.9214701056480408,0.9229463338851929,0.9222076535224915,0.9230373501777649,0.9995076060295105,0.9597516655921936,0.9036509394645691,0.05250512808561325,0.09924385696649551,0:00:07.943811
83,0.16382785141468048,0:01:09.010991,0.45075565576553345,0.925693154335022,0.9191575646400452,0.9224137663841248,0.9191572666168213,1.0,0.9578759074211121,1.0,4.297294799471274e-05,8.594220707891509e-05,0:00:08.182331
84,0.16095134615898132,0:01:08.175476,0.1876469850540161,0.9295670986175537,0.9207727313041687,0.9251489639282227,0.9666388034820557,0.946469247341156,0.9564477205276489,0.5080912709236145,0.628623902797699,0.5619671940803528,0:00:08.431193
85,0.16262483596801758,0:01:07.861887,0.1699044108390808,0.9307346343994141,0.9349247217178345,0.932824969291687,0.9585182070732117,0.9712328910827637,0.9648336172103882,0.6148566007614136,0.5221291184425354,0.5647115707397461,0:00:07.668903
86,0.161417618393898,0:01:06.327375,0.4317191541194916,0.924598753452301,0.9199979901313782,0.9222925901412964,0.9199471473693848,0.9999783635139465,0.9582947492599487,0.9774839282035828,0.010684637352824211,0.02113821730017662,0:00:07.789963
87,0.14847974479198456,0:01:05.995754,0.343349426984787,0.9324697256088257,0.8494874835014343,0.8890464901924133,0.9852399230003357,0.848967432975769,0.9120415449142456,0.33251431584358215,0.8553999662399292,0.47887757420539856,0:00:07.661734
88,0.14330357313156128,0:01:05.975165,0.15255630016326904,0.9431357383728027,0.944119930267334,0.9436275959014893,0.9679712653160095,0.9713452458381653,0.9696553349494934,0.6607750654220581,0.6345893144607544,0.6474174857139587,0:00:07.978506
89,0.1490631103515625,0:01:05.600292,0.19789458811283112,0.9327734708786011,0.9332226514816284,0.93299800157547,0.9333378076553345,0.9986780881881714,0.9649029970169067,0.926356315612793,0.18904580175876617,0.3140101134777069,0:00:07.742097
90,0.15368478000164032,0:01:05.878023,0.189607173204422,0.92934650182724,0.9315831065177917,0.930463433265686,0.9598135948181152,0.9660112857818604,0.9629024863243103,0.5829591751098633,0.5401621460914612,0.5607452988624573,0:00:07.629605
91,0.1633429080247879,0:01:05.788179,0.44113001227378845,0.9257043600082397,0.9191708564758301,0.9224259853363037,0.9191694855690002,1.0,0.9578825831413269,1.0,0.00020705147471744567,0.0004140172095503658,0:00:07.783900
92,0.1723679155111313,0:01:06.014842,0.25272488594055176,0.9188351631164551,0.9204003810882568,0.9196170568466187,0.9204310774803162,0.9998319745063782,0.9584899544715881,0.900690495967865,0.017325909808278084,0.033997826278209686,0:00:07.561901
93,0.1677851676940918,0:01:07.361102,0.283719003200531,0.9286874532699585,0.8787205815315247,0.903013288974762,0.9772321581840515,0.8887597918510437,0.9308986067771912,0.37677231431007385,0.7645824551582336,0.5047922134399414,0:00:07.580726
94,0.1650145798921585,0:01:05.926148,0.42861753702163696,0.9213991165161133,0.784636378288269,0.847536027431488,0.980559766292572,0.7811810970306396,0.8695883750915527,0.24878939986228943,0.8239203095436096,0.38217729330062866,0:00:07.612308
95,0.15020732581615448,0:01:06.242485,0.25850600004196167,0.9223410487174988,0.8762099742889404,0.8986838459968567,0.9715456962585449,0.8914296627044678,0.9297650456428528,0.36292240023612976,0.7031741142272949,0.4787514805793762,0:00:07.917875
96,0.15473081171512604,0:01:06.289310,0.14631091058254242,0.9436557292938232,0.9471566677093506,0.945402979850769,0.9643422961235046,0.9786972403526306,0.9714667201042175,0.7084653973579407,0.5885652899742126,0.6429734826087952,0:00:07.839712
97,0.14832647144794464,0:01:06.114514,0.15450036525726318,0.9402189254760742,0.9425182938575745,0.9413672685623169,0.9438225626945496,0.9967926740646362,0.9695847034454346,0.8992487192153931,0.3254614770412445,0.47794297337532043,0:00:07.720794
98,0.1381300836801529,0:01:05.853279,0.1326417177915573,0.9476582407951355,0.9511706233024597,0.949411153793335,0.9555058479309082,0.9931215047836304,0.9739506244659424,0.8584370017051697,0.4742220938205719,0.610943615436554,0:00:07.649860
99,0.14928650856018066,0:01:06.132501,0.4601582884788513,0.8448442816734314,0.9191541075706482,0.880433976650238,0.9191541075706482,1.0,0.9578741788864136,0.0,0.0,0.0,0:00:07.779149
