epoch,train_loss,train_time,val_loss,avg_precision,avg_recall,avg_f1,background_precision,background_recall,background_f1,asentamiento informal_precision,asentamiento informal_recall,asentamiento informal_f1,valid_time
0,0.12425434589385986,0:37:20.569485,0.06002460792660713,0.9692057371139526,0.98448246717453,0.9767844080924988,0.98448246717453,1.0,0.9921805262565613,0.0,0.0,0.0,0:02:01.783986
1,0.05450887605547905,0:34:22.863254,0.060034263879060745,0.9692057371139526,0.98448246717453,0.9767844080924988,0.98448246717453,1.0,0.9921805262565613,0.0,0.0,0.0,0:01:59.505971
