epoch,train_loss,train_time,val_loss,avg_precision,avg_recall,avg_f1,background_precision,background_recall,background_f1,viviendas precarias_precision,viviendas precarias_recall,viviendas precarias_f1,valid_time
10,0.6141151785850525,0:00:21.952355,0.6440926790237427,0.8834586143493652,0.7154874801635742,0.7906502485275269,0.9537316560745239,0.7215073704719543,0.8215238451957703,0.19361090660095215,0.6563920974731445,0.2990216910839081,0:00:02.177930
11,0.5865833759307861,0:00:22.006734,0.8244595527648926,0.8390995860099792,0.8698804974555969,0.8542128801345825,0.9102287292480469,0.9503542184829712,0.9298588037490845,0.140847846865654,0.07989636063575745,0.10195719450712204,0:00:02.202114
12,0.6587392687797546,0:00:22.093852,0.6705092191696167,0.8607053756713867,0.7772372364997864,0.8168445825576782,0.930021345615387,0.8159396648406982,0.8692534565925598,0.1802530139684677,0.3973081409931183,0.24799448251724243,0:00:02.261245
13,0.5746601223945618,0:00:22.060507,0.6512104272842407,0.8857337832450867,0.6007816791534424,0.7159462571144104,0.9599506855010986,0.5844997763633728,0.7265897393226624,0.15717002749443054,0.7606161236763,0.2605096101760864,0:00:02.187435
14,0.6004676222801208,0:00:22.663259,0.6425251960754395,0.8813268542289734,0.7859911918640137,0.8309333920478821,0.9476467967033386,0.8088774681091309,0.8727805614471436,0.23028551042079926,0.5613236427307129,0.32658717036247253,0:00:02.287273
15,0.6072518229484558,0:00:21.700324,0.7602970600128174,0.840101957321167,0.7550992965698242,0.7953358292579651,0.9137316346168518,0.806274950504303,0.8566466569900513,0.1173030436038971,0.25272488594055176,0.1602333039045334,0:00:02.222656
16,0.5917138457298279,0:00:21.970903,0.6118600368499756,0.880607008934021,0.76593416929245,0.8192774653434753,0.9483538269996643,0.7848314642906189,0.8588786721229553,0.21555805206298828,0.5804257392883301,0.31436678767204285,0:00:02.238286
17,0.5810908079147339,0:00:22.148197,0.7488414645195007,0.8502342104911804,0.8889586329460144,0.869165301322937,0.9127947688102722,0.9703510999679565,0.9406933784484863,0.2360970377922058,0.08995503187179565,0.13027438521385193,0:00:02.213092
18,0.5749210119247437,0:00:21.797774,0.7896242141723633,0.8584468364715576,0.8798701763153076,0.8690264821052551,0.9186379313468933,0.9519448280334473,0.9349948167800903,0.26757049560546875,0.17233647406101227,0.20964504778385162,0:00:02.240686
19,0.5673349499702454,0:00:21.612622,0.9797909259796143,0.8418433666229248,0.9033231139183044,0.8715002536773682,0.9082218408584595,0.9939123392105103,0.9491369724273682,0.19022701680660248,0.014038540422916412,0.026147428900003433,0:00:02.244363
20,0.5558274388313293,0:00:21.496701,1.0679998397827148,0.8317660093307495,0.8827606439590454,0.8565049767494202,0.9074398279190063,0.969731867313385,0.9375522136688232,0.08890035003423691,0.028992637991905212,0.04372534528374672,0:00:02.218158
21,0.5709589719772339,0:00:21.778430,0.7453195452690125,0.8722084760665894,0.7752783894538879,0.8208919763565063,0.9401560425758362,0.8035340905189514,0.866492748260498,0.20518940687179565,0.4979010820388794,0.29061415791511536,0:00:02.305296
22,0.5562187433242798,0:00:21.754285,0.998274564743042,0.8333795070648193,0.829379141330719,0.8313745260238647,0.9082219004631042,0.9032767415046692,0.9057425856590271,0.09867565333843231,0.10394997149705887,0.10124416649341583,0:00:02.267526
23,0.5630952715873718,0:00:21.948293,0.8791080713272095,0.8626510500907898,0.8150554299354553,0.8381780982017517,0.9293270111083984,0.8617494702339172,0.8942633867263794,0.20811498165130615,0.35667484998703003,0.262856662273407,0:00:02.185509
24,0.5219115614891052,0:00:21.911017,0.5753562450408936,0.8926652073860168,0.6512911915779114,0.7531105875968933,0.9653342366218567,0.6387054324150085,0.768764317035675,0.17929697036743164,0.7748414874076843,0.29120874404907227,0:00:02.145153
25,0.5131222605705261,0:00:21.416037,0.6840863823890686,0.8891240954399109,0.7380503416061401,0.8065741062164307,0.9580078721046448,0.7439767718315125,0.8375346660614014,0.21291464567184448,0.6798726916313171,0.32427623867988586,0:00:02.203527
26,0.503171980381012,0:00:22.063882,0.8583110570907593,0.8539288640022278,0.8230654001235962,0.8382130861282349,0.922009289264679,0.8794305920600891,0.9002167582511902,0.1856050044298172,0.2697467505931854,0.21990184485912323,0:00:02.262387
27,0.5453954339027405,0:00:21.833753,1.0264580249786377,0.8359391689300537,0.8507040143013,0.8432570099830627,0.9093620777130127,0.927990198135376,0.9185817241668701,0.11517022550106049,0.09201036393642426,0.10229582339525223,0:00:02.107639
28,0.558782160282135,0:00:21.980635,1.1489529609680176,0.8298487067222595,0.8948922753334045,0.8611440062522888,0.907219409942627,0.984911322593689,0.9444703459739685,0.07032563537359238,0.011204673908650875,0.01932964101433754,0:00:02.117578
29,0.5634629726409912,0:00:21.965709,1.3544914722442627,0.8284610509872437,0.9071062207221985,0.8660017251968384,0.9075302481651306,0.999482274055481,0.9512894153594971,0.05226480960845947,0.00028027253574691713,0.0005575551767833531,0:00:02.224382
30,0.610194742679596,0:00:21.865444,0.7896140813827515,0.8673216104507446,0.8717086911201477,0.8695095777511597,0.926079273223877,0.9331229329109192,0.9295877814292908,0.2905162572860718,0.268824964761734,0.27925002574920654,0:00:02.159178
31,0.5992128252983093,0:00:21.863428,0.5621286630630493,0.8924279808998108,0.6399760246276855,0.7454072833061218,0.9654918909072876,0.6256634593009949,0.7592885494232178,0.17518289387226105,0.7804780602455139,0.28613999485969543,0:00:02.275267
32,0.5618572235107422,0:00:21.847042,0.7770764231681824,0.8655235171318054,0.8346517086029053,0.8498073220252991,0.9299038648605347,0.8844802379608154,0.9066234230995178,0.23352234065532684,0.3455013036727905,0.2786838412284851,0:00:02.299588
33,0.5231735110282898,0:00:21.884583,0.6293948292732239,0.89373779296875,0.48245179653167725,0.6266366243362427,0.9708070158958435,0.4430534839630127,0.6084325909614563,0.1371738165616989,0.8692123889923096,0.23695313930511475,0:00:02.105791
34,0.4873972237110138,0:00:21.713997,0.5721094608306885,0.8921319842338562,0.6727766990661621,0.7670806646347046,0.963995635509491,0.6642525792121887,0.7865343689918518,0.1866694688796997,0.7564556002616882,0.299445241689682,0:00:02.234059
35,0.49552831053733826,0:00:21.753514,0.8202491998672485,0.853620171546936,0.8629570603370667,0.8582631945610046,0.918351411819458,0.9318451285362244,0.9250490069389343,0.2181748002767563,0.1867051124572754,0.2012169361114502,0:00:02.201625
36,0.5178504586219788,0:00:21.787972,0.6249573230743408,0.9130634665489197,0.336498886346817,0.4917638897895813,0.9937742352485657,0.2706049978733063,0.4253791272640228,0.12075235694646835,0.9833580255508423,0.215092271566391,0:00:02.210247
37,0.5386247634887695,0:00:21.982051,0.8309022188186646,0.8543083071708679,0.6877907514572144,0.7620591521263123,0.9272975325584412,0.7117931842803955,0.8053783178329468,0.13779692351818085,0.4521668255329132,0.21122382581233978,0:00:02.151063
38,0.5084781050682068,0:00:21.724188,0.6547828912734985,0.9088278412818909,0.33311665058135986,0.4875349700450897,0.9892749190330505,0.2680893838405609,0.42185723781585693,0.11910505592823029,0.9714682698249817,0.21219441294670105,0:00:02.136230
39,0.48201361298561096,0:00:21.900471,0.5698626637458801,0.9087024927139282,0.4867000877857208,0.6338895559310913,0.9863795638084412,0.4404940903186798,0.6090158820152283,0.14617159962654114,0.9402894973754883,0.2530115842819214,0:00:02.113060
40,0.46095433831214905,0:00:21.837037,0.8198866844177246,0.8685165047645569,0.8007098436355591,0.8332359790802002,0.9352533221244812,0.8384540677070618,0.8842122554779053,0.21338316798210144,0.4301872253417969,0.28526702523231506,0:00:02.192873
41,0.5213620066642761,0:00:22.703172,0.5641831159591675,0.9105246663093567,0.4852375388145447,0.6330888271331787,0.9883244037628174,0.4379740059375763,0.6069703102111816,0.1467900425195694,0.9492083787918091,0.2542600929737091,0:00:02.452296
42,0.47340330481529236,0:00:22.827506,0.5766509771347046,0.9031145572662354,0.4786054491996765,0.6256484985351562,0.9806931018829346,0.4340372085571289,0.6017504334449768,0.14155110716819763,0.9161175489425659,0.24521376192569733,0:00:02.437324
43,0.47789230942726135,0:00:24.506558,0.5917967557907104,0.91310054063797,0.40564945340156555,0.5617421269416809,0.9926581382751465,0.3476759195327759,0.5149810314178467,0.13210929930210114,0.9747567772865295,0.2326829433441162,0:00:02.412157
44,0.5096173882484436,0:00:24.384923,0.7655632495880127,0.8677255511283875,0.7673017382621765,0.8144295811653137,0.936626136302948,0.7975618839263916,0.8615182042121887,0.19135066866874695,0.4702475070953369,0.2720145583152771,0:00:02.424962
45,0.5203701853752136,0:00:24.633786,0.499534010887146,0.9035729169845581,0.5747847557067871,0.7026174664497375,0.9788317084312439,0.5432168245315552,0.6986871361732483,0.1647820919752121,0.8846771717071533,0.2778172791004181,0:00:02.533742
46,0.4976160228252411,0:00:24.927365,1.68119478225708,0.834865927696228,0.894049882888794,0.8634449243545532,0.9079909920692444,0.9828518629074097,0.9439395070075989,0.11702058464288712,0.022309694439172745,0.03747488930821419,0:00:02.460210
47,0.49622318148612976,0:00:25.285199,0.7236504554748535,0.8912917971611023,0.8299871683120728,0.8595477938652039,0.952501118183136,0.8553211688995361,0.9012991786003113,0.29041963815689087,0.5812914967536926,0.38732659816741943,0:00:02.492839
48,0.47350403666496277,0:00:25.008267,0.9149304628372192,0.8737126588821411,0.8759621381759644,0.8748359084129333,0.9299103617668152,0.9337022304534912,0.9318023920059204,0.3220377564430237,0.30914685130119324,0.3154606819152832,0:00:02.491601
49,0.4638756513595581,0:00:24.764903,0.48488786816596985,0.9055646657943726,0.6002058982849121,0.7219231128692627,0.9801006317138672,0.5710746049880981,0.7216600179672241,0.1738695353269577,0.886178195476532,0.2907027304172516,0:00:02.500246
50,0.4587124288082123,0:00:25.759703,0.7967722415924072,0.8420606255531311,0.7574664354324341,0.7975265383720398,0.9152642488479614,0.8075209856033325,0.858023464679718,0.12344444543123245,0.26609697937965393,0.1686505824327469,0:00:02.519526
51,0.4768070876598358,0:00:25.716611,1.2787302732467651,0.8256459832191467,0.8858124017715454,0.8546715974807739,0.9061772227287292,0.9751437902450562,0.9393964409828186,0.03509679436683655,0.008875297382473946,0.014167827554047108,0:00:02.625807
52,0.46759679913520813,0:00:25.444974,1.441676378250122,0.8376375436782837,0.8933082222938538,0.86457759141922,0.9085454940795898,0.9812086224555969,0.9434801340103149,0.1415570080280304,0.030418913811445236,0.05007689818739891,0:00:02.535804
53,0.5661669373512268,0:00:25.541192,0.5534796118736267,0.9122722148895264,0.4577481150627136,0.6096126437187195,0.9907605648040771,0.40629929304122925,0.5762749314308167,0.1417771428823471,0.9628047347068787,0.24715907871723175,0:00:02.616445
54,0.5472335815429688,0:00:25.638423,1.5181119441986084,0.8333886861801147,0.905819296836853,0.8680958151817322,0.9075779318809509,0.9978390336036682,0.9505706429481506,0.1050972118973732,0.0024913116358220577,0.00486724590882659,0:00:02.606682
55,0.5013793706893921,0:00:25.704202,0.4790762662887573,0.9097487926483154,0.6010817289352417,0.7238845229148865,0.9843553304672241,0.5694960951805115,0.7215445637702942,0.177360400557518,0.9111473560333252,0.2969229221343994,0:00:02.639604
56,0.46479055285453796,0:00:25.971851,0.6816418170928955,0.8591155409812927,0.7726417183876038,0.8135873079299927,0.928888201713562,0.8116151690483093,0.8663008809089661,0.174179807305336,0.3900521993637085,0.24082013964653015,0:00:02.577820
57,0.4636180102825165,0:00:25.713105,0.6025975942611694,0.890933096408844,0.7893814444541931,0.8370885848999023,0.9562363624572754,0.804757297039032,0.8739817142486572,0.24987202882766724,0.6384421586990356,0.35917210578918457,0:00:02.754196
58,0.48223939538002014,0:00:25.940199,0.5377390384674072,0.9033335447311401,0.5649961233139038,0.6951844692230225,0.9788610339164734,0.5321759581565857,0.6894950866699219,0.16190442442893982,0.8871809840202332,0.2738357186317444,0:00:02.591525
59,0.49594736099243164,0:00:26.041443,0.7338494062423706,0.8920665979385376,0.8739802241325378,0.8829308152198792,0.9458456635475159,0.9134420156478882,0.9293614625930786,0.3641350567340851,0.4865967333316803,0.4165518283843994,0:00:02.631031
60,0.5105847120285034,0:00:26.396708,0.711188554763794,0.8736605048179626,0.6820632815361023,0.7660636901855469,0.9456545114517212,0.689288318157196,0.7973717451095581,0.16691842675209045,0.6111373901367188,0.2622179388999939,0:00:02.596511
61,0.5012986063957214,0:00:25.943565,0.768100380897522,0.8650877475738525,0.8362846970558167,0.8504424691200256,0.9293952584266663,0.8869907855987549,0.9076980352401733,0.2338012009859085,0.338519424200058,0.2765800952911377,0:00:02.580296
62,0.47943130135536194,0:00:26.572155,0.6168668270111084,0.912871778011322,0.30260366201400757,0.45453548431396484,0.9940654039382935,0.23295240104198456,0.3774515986442566,0.11582007259130478,0.9863476157188416,0.20729848742485046,0:00:02.639680
63,0.515476405620575,0:00:26.200074,1.1984195709228516,0.8442304730415344,0.8914714455604553,0.8672080636024475,0.9103368520736694,0.9766062498092651,0.9423078298568726,0.19528590142726898,0.05573064088821411,0.08671467006206512,0:00:02.596285
64,0.45717230439186096,0:00:26.585283,1.1174261569976807,0.8799090385437012,0.8981910347938538,0.8889560699462891,0.9270339608192444,0.9636695981025696,0.9449968338012695,0.4172992706298828,0.25540927052497864,0.31687456369400024,0:00:02.629516
65,0.4603313207626343,0:00:26.231634,0.6177355647087097,0.8912609815597534,0.7844491004943848,0.834450900554657,0.9569421410560608,0.7984164953231812,0.870521068572998,0.24649006128311157,0.6473361849784851,0.3570311963558197,0:00:02.606423
66,0.4610762596130371,0:00:26.363149,0.5756601095199585,0.8951903581619263,0.7228583693504333,0.7998471856117249,0.9646900296211243,0.721017599105835,0.8252421617507935,0.2129344344139099,0.7409285306930542,0.3308005630970001,0:00:02.615562
67,0.4568154811859131,0:00:26.397884,1.068458080291748,0.8401033878326416,0.850159227848053,0.8451014161109924,0.9115468859672546,0.9246167540550232,0.9180353283882141,0.1387658715248108,0.11923417448997498,0.12826071679592133,0:00:02.580329
68,0.42202839255332947,0:00:26.761399,0.6154090166091919,0.9023523926734924,0.4144454002380371,0.5680080056190491,0.9810872673988342,0.3617704212665558,0.5286164283752441,0.12943732738494873,0.9315387606620789,0.22729238867759705,0:00:02.596564
69,0.4460299015045166,0:00:26.457611,1.538559913635254,0.8369684815406799,0.8931642770767212,0.8641537427902222,0.9084183573722839,0.9812003374099731,0.9434077143669128,0.13556800782680511,0.028942812234163284,0.04770165681838989,0:00:02.669882
70,0.4810771048069,0:00:26.484414,2.3089599609375,0.8236472606658936,0.9075501561164856,0.8635655641555786,0.9075501561164856,1.0,0.9515348076820374,0.0,0.0,0.0,0:00:02.680372
71,0.5283442735671997,0:00:26.397129,0.6217304468154907,0.8720225691795349,0.5061973333358765,0.6405588984489441,0.9479072690010071,0.48240581154823303,0.6394068598747253,0.12708744406700134,0.7397513389587402,0.2169102430343628,0:00:02.605483
72,0.525886595249176,0:00:27.307998,0.4919331669807434,0.9131942391395569,0.5090044140815735,0.6536638140678406,0.9905621409416199,0.4634031355381012,0.6314175724983215,0.15369829535484314,0.9566574096679688,0.26484596729278564,0:00:02.643248
73,0.47062572836875916,0:00:26.695351,1.2117624282836914,0.8362099528312683,0.8752464652061462,0.8552830219268799,0.9088999629020691,0.9586218595504761,0.9330990314483643,0.12263567000627518,0.0567769892513752,0.07761865109205246,0:00:02.655405
74,0.48252180218696594,0:00:26.413947,1.2616561651229858,0.8450063467025757,0.8857173919677734,0.8648830652236938,0.9113121032714844,0.9683106541633606,0.9389472007751465,0.19410426914691925,0.07492619752883911,0.10811783373355865,0:00:02.744566
75,0.4837197959423065,0:00:26.830570,0.5420513153076172,0.8961300849914551,0.7001221776008606,0.7860919833183289,0.9667516946792603,0.6934224367141724,0.8075867295265198,0.20286020636558533,0.765891432762146,0.3207610249519348,0:00:02.618730
76,0.4530550241470337,0:00:26.951171,0.5228017568588257,0.8998804688453674,0.6661970019340515,0.7656041383743286,0.9719616174697876,0.6509720683097839,0.7797236442565918,0.19228312373161316,0.8156554102897644,0.3112030327320099,0:00:02.671868
77,0.4292161464691162,0:00:26.432008,0.896800696849823,0.8752115368843079,0.8620685935020447,0.8685903549194336,0.9339063763618469,0.9126039147377014,0.9231323003768921,0.29902294278144836,0.3659799098968506,0.329130619764328,0:00:02.611185
78,0.4335596263408661,0:00:26.801929,1.0071182250976562,0.8688602447509766,0.8132767677307129,0.8401501774787903,0.9345729351043701,0.8540452718734741,0.8924963474273682,0.22377997636795044,0.41306567192077637,0.29029273986816406,0:00:02.619853
79,0.4906536638736725,0:00:26.615477,0.6709338426589966,0.8509182333946228,0.5562387108802795,0.6727233529090881,0.9259424805641174,0.5554599761962891,0.6943745017051697,0.1144292950630188,0.5638834834098816,0.19025085866451263,0:00:02.710917
80,0.4729895293712616,0:00:27.065556,1.8627889156341553,0.8293911814689636,0.9073393940925598,0.8666160106658936,0.907542884349823,0.9997512698173523,0.9514181613922119,0.06220095604658127,0.00016193525516428053,0.0003230295260436833,0:00:02.647818
81,0.43161237239837646,0:00:27.282527,1.678511142730713,0.8349505662918091,0.890479326248169,0.8618214130401611,0.9081052541732788,0.9783231019973755,0.9419073462486267,0.11681530624628067,0.028145592659711838,0.04536169394850731,0:00:02.740884
82,0.4475301206111908,0:00:27.124796,0.5119422674179077,0.9085863828659058,0.5442286133766174,0.6807180047035217,0.984855055809021,0.5055750012397766,0.6681535840034485,0.15988098084926605,0.9236786961555481,0.2725805938243866,0:00:02.667228
83,0.443177193403244,0:00:27.117455,0.5130002498626709,0.9032741189002991,0.6708984375,0.7699349522590637,0.9751578569412231,0.654035210609436,0.7829490303993225,0.19761532545089722,0.8364391922950745,0.3196991980075836,0:00:02.700890
84,0.443679541349411,0:00:27.284887,0.9570255279541016,0.8829897046089172,0.8739364147186279,0.878439724445343,0.9379017949104309,0.9221499562263489,0.9299591779708862,0.3439359664916992,0.4006402790546417,0.37012892961502075,0:00:02.783235
85,0.421089768409729,0:00:26.897688,0.46677178144454956,0.90680330991745,0.5826219916343689,0.7094327211380005,0.9819195866584778,0.5502364635467529,0.7052649855613708,0.16941072046756744,0.9005405902862549,0.285174161195755,0:00:02.768762
86,0.48399782180786133,0:00:26.939750,0.4910423755645752,0.9033142328262329,0.6147903800010681,0.7316345572471619,0.9773268103599548,0.5892195105552673,0.7351969480514526,0.17675720155239105,0.8658117055892944,0.2935795485973358,0:00:02.740607
87,0.48767897486686707,0:00:27.059604,1.355034351348877,0.8222342729568481,0.8056917190551758,0.8138789534568787,0.9014859199523926,0.8823173642158508,0.8917986750602722,0.04424646496772766,0.05348223075270653,0.04842793568968773,0:00:02.732246
88,0.4672801196575165,0:00:27.040031,0.6063421964645386,0.9067668318748474,0.36209166049957275,0.5175246000289917,0.9866321086883545,0.3011903762817383,0.46149852871894836,0.12275557219982147,0.95993971824646,0.21767519414424896,0:00:02.834975
89,0.4679732620716095,0:00:26.840393,0.5842827558517456,0.9143010973930359,0.36579522490501404,0.5225340723991394,0.9946339726448059,0.30282410979270935,0.46429112553596497,0.12569917738437653,0.9839621782302856,0.22292068600654602,0:00:02.678234
90,0.4559420049190521,0:00:27.091833,0.5128421783447266,0.9136131405830383,0.49629583954811096,0.6431938409805298,0.9913094639778137,0.448920339345932,0.6179832816123962,0.1508939415216446,0.9613659977912903,0.2608460485935211,0:00:02.681805
91,0.4329409897327423,0:00:27.115215,0.4884622097015381,0.9049041271209717,0.5593382120132446,0.6913438439369202,0.9806357622146606,0.5248124003410339,0.6837164163589478,0.16147086024284363,0.8982672691345215,0.27373552322387695,0:00:02.681099
92,0.3922717273235321,0:00:26.729207,0.9022002220153809,0.8874608874320984,0.8666980862617493,0.876956582069397,0.9433401226997375,0.9076341986656189,0.925142765045166,0.338912695646286,0.464841365814209,0.3920120298862457,0:00:02.673365
93,0.46693429350852966,0:00:26.991445,1.2304304838180542,0.8437871932983398,0.8903790712356567,0.8664572238922119,0.9103444814682007,0.9752611517906189,0.9416853785514832,0.1904158741235733,0.057119544595479965,0.08787807822227478,0:00:02.641298
94,0.4635511636734009,0:00:26.999063,1.5613689422607422,0.849684476852417,0.9060518741607666,0.8769633769989014,0.9081637263298035,0.9973352551460266,0.9506630301475525,0.2756122946739197,0.009952790103852749,0.01921181194484234,0:00:02.654319
95,0.4259287416934967,0:00:27.284869,1.9751534461975098,0.8300364017486572,0.9067987203598022,0.8667212724685669,0.9075299501419067,0.9991053938865662,0.951118528842926,0.06930693238973618,0.0006539692985825241,0.0012957125436514616,0:00:02.788556
96,0.4514892101287842,0:00:27.101343,0.6201454997062683,0.8913108706474304,0.6534014940261841,0.7540354132652283,0.9639102816581726,0.6421365737915039,0.7707895040512085,0.17862588167190552,0.7639855742454529,0.28955215215682983,0:00:02.694559
97,0.46039092540740967,0:00:27.158286,0.6066906452178955,0.9129577875137329,0.3763980269432068,0.5330344438552856,0.9930196404457092,0.3150881826877594,0.47838371992111206,0.12701644003391266,0.9782570600509644,0.22483977675437927,0:00:02.678016
98,0.4822637140750885,0:00:27.218039,0.5454448461532593,0.8825231790542603,0.6782945990562439,0.7670475244522095,0.9543545842170715,0.6779485940933228,0.7927489876747131,0.17737755179405212,0.6816913485527039,0.2815065085887909,0:00:02.628379
99,0.444391131401062,0:00:27.193556,1.0339348316192627,0.8815058469772339,0.8973440527915955,0.8893544673919678,0.9288210272789001,0.9604928493499756,0.9443914294242859,0.41702789068222046,0.2774324417114258,0.3331999182701111,0:00:02.781009
100,0.43944767117500305,0:00:27.221197,0.664848268032074,0.8868024945259094,0.7457073926925659,0.8101575970649719,0.9553633332252502,0.7550823092460632,0.843497097492218,0.21376270055770874,0.6536765694618225,0.3221704959869385,0:00:02.658676
101,0.43874022364616394,0:00:27.165804,0.6578373908996582,0.8923100829124451,0.7320792078971863,0.8042919635772705,0.9613991379737854,0.7342682480812073,0.8326218724250793,0.21408534049987793,0.7105905413627625,0.3290385603904724,0:00:02.671245
102,0.4460478723049164,0:00:26.967008,1.9295711517333984,0.823641300201416,0.9074787497520447,0.8635299205780029,0.9075435400009155,0.9999213218688965,0.9514955282211304,0.0,0.0,0.0,0:00:02.736300
103,0.4206216335296631,0:00:27.189944,1.4710218906402588,0.8883877992630005,0.9109416007995605,0.8995233774185181,0.9224082231521606,0.9847012758255005,0.9525373578071594,0.5544201135635376,0.18686705827713013,0.27952152490615845,0:00:02.771763
104,0.45775076746940613,0:00:27.389736,0.5436512231826782,0.8983173370361328,0.551422655582428,0.6833674311637878,0.9740523099899292,0.5195679664611816,0.6776639819145203,0.15485158562660217,0.8641300797462463,0.26263847947120667,0:00:02.886992
105,0.45191076397895813,0:00:27.055361,0.5914942026138306,0.9051932692527771,0.4763275980949402,0.6241940259933472,0.9829209446907043,0.4304620325565338,0.5987197160720825,0.14216622710227966,0.9265748262405396,0.24650993943214417,0:00:02.794930
106,0.44207021594047546,0:00:27.128962,0.5688854455947876,0.8927932381629944,0.5980132222175598,0.7162595391273499,0.9671618938446045,0.576642632484436,0.7225095629692078,0.16273972392082214,0.8078015446662903,0.27090325951576233,0:00:02.749819
107,0.43374136090278625,0:00:27.280959,0.5048683881759644,0.9025841355323792,0.5725379586219788,0.7006385326385498,0.9778796434402466,0.5412366390228271,0.696805477142334,0.16343240439891815,0.8798128962516785,0.27565890550613403,0:00:02.726039
108,0.42082786560058594,0:00:27.570322,0.5938630700111389,0.9147376418113708,0.40268808603286743,0.5592026114463806,0.9944552183151245,0.34375813603401184,0.5109081864356995,0.13217632472515106,0.9811843633651733,0.23296913504600525,0:00:02.660694
109,0.39672043919563293,0:00:28.996993,0.45827919244766235,0.9052839875221252,0.5926910638809204,0.716372013092041,0.9800513386726379,0.5626521706581116,0.7148852944374084,0.17131724953651428,0.8875733613967896,0.2871999144554138,0:00:03.008879
110,0.42683055996894836,0:00:28.317723,0.5593134760856628,0.9138110280036926,0.43331795930862427,0.5878735184669495,0.9928863048553467,0.3783018887042999,0.5478617548942566,0.13755474984645844,0.9733927845954895,0.24104614555835724,0:00:02.957797
111,0.45875105261802673,0:00:26.564369,0.5712417364120483,0.891731858253479,0.6486044526100159,0.7509804368019104,0.9644992351531982,0.6362265944480896,0.7667022347450256,0.17739824950695038,0.7701142430305481,0.28836962580680847,0:00:02.566446
112,0.4548613131046295,0:00:24.039516,2.054427146911621,0.8946511149406433,0.9080798625946045,0.901315450668335,0.9082287549972534,0.9997335076332092,0.9517868161201477,0.7613636255264282,0.0083458935841918,0.016510799527168274,0:00:02.453974
113,0.4992894232273102,9:50:47.117296,0.886846661567688,0.864587128162384,0.8960928320884705,0.8800581097602844,0.9173808693885803,0.9731497168540955,0.9444427490234375,0.3463284969329834,0.13965046405792236,0.19904126226902008,0:48:00.768446
114,0.4646742343902588,2:06:58.872757,0.4751929044723511,0.9057332277297974,0.6461509466171265,0.7542319893836975,0.9786444902420044,0.6237156987190247,0.7618709802627563,0.18998751044273376,0.8663909435272217,0.311637282371521,0:00:02.644211
115,0.44204506278038025,0:00:24.528252,0.5160742998123169,0.9134054183959961,0.5100632905960083,0.6545905470848083,0.9907569289207458,0.46448805928230286,0.6324636340141296,0.1540711224079132,0.957460880279541,0.26543018221855164,0:00:02.335567
116,0.41506993770599365,0:00:21.992152,0.44096070528030396,0.9070957899093628,0.6780107617378235,0.775999128818512,0.9786709547042847,0.6595854759216309,0.7880538702011108,0.20446619391441345,0.8588858842849731,0.3303010165691376,0:00:02.280293
