epoch,train_loss,train_time,val_loss,avg_precision,avg_recall,avg_f1,background_precision,background_recall,background_f1,viviendas precaria_precision,viviendas precaria_recall,viviendas precaria_f1,valid_time
0,0.30450165271759033,0:01:09.910939,0.2519914507865906,0.8741562366485596,0.9189924001693726,0.8960137963294983,0.9193166494369507,0.9995962381362915,0.957777202129364,0.36071816086769104,0.002590096788480878,0.005143262911587954,0:00:07.880181
1,0.21772295236587524,0:11:57.271611,0.41812747716903687,0.9175186157226562,0.7694302797317505,0.8369745016098022,0.9778378009796143,0.7665055990219116,0.8593699336051941,0.2323111742734909,0.8026538491249084,0.3603318929672241,0:00:25.273651
2,0.541099488735199,0:02:09.924662,1.3749254941940308,0.8558038473129272,0.9250929355621338,0.8891004920005798,0.9250965118408203,0.9999958276748657,0.9610891342163086,0.0,0.0,0.0,0:00:07.886729
